Emp_ID,Month,Payable_Salary,Old_Dues,Other_Amount,Note,Manual_Work_Days,Manual_Leave_Days
1002,2024-04,3166.0,8630.0,0,,,
1002,2024-05,666.0,0.0,0,,,
1002,2024-06,2500.0,0.0,0,,,
1002,2024-07,4333.0,0.0,0,,,
1002,2024-08,5000.0,0.0,0,,,
1002,2024-09,5000.0,0.0,0,,,
1002,2024-10,5000.0,0.0,0,,,
1002,2024-11,5000.0,0.0,0,,,
1002,2024-12,5000.0,0.0,0,,,
1002,2025-01,5000.0,0.0,0,,,
1002,2025-02,5000.0,0.0,0,,,
1002,2025-03,5000.0,0.0,0,,,
1003,2024-07,7483.0,0.0,0,,,
1003,2024-08,11500.0,0.0,0,,,
1003,2024-09,7850.0,0.0,0,,,
1003,2024-10,8049.0,0.0,0,,,
1003,2024-11,0.0,0.0,0,,,
1003,2024-12,0.0,0.0,0,,,
1003,2025-01,0.0,0.0,0,,,
1003,2025-02,0.0,0.0,0,,,
1003,2025-03,0.0,0.0,0,,,
1005,2024-04,9500.0,19408.0,0,,,
1005,2024-05,0.0,0.0,0,,,
1005,2024-06,0.0,0.0,0,,,
1007,2024-07,10000.0,0.0,0,,,
1007,2024-08,10000.0,0.0,0,,,
1007,2024-09,9666.0,0.0,0,,,
1007,2024-10,9666.0,0.0,0,,,
1007,2024-11,9833.0,0.0,0,,,
1007,2024-12,9666.0,0.0,0,,,
1007,2025-01,9666.0,0.0,0,,,
1007,2025-02,9666.0,0.0,0,,,
1007,2025-03,9666.0,0.0,0,,,
1008,2024-07,13500.0,0.0,0,,,
1008,2024-08,15000.0,0.0,0,,,
1008,2024-09,14500.0,0.0,0,,,
1008,2024-10,14500.0,0.0,0,,,
1008,2024-11,7500.0,0.0,0,,,
1008,2024-12,10500.0,0.0,0,,,
1008,2025-01,10500.0,0.0,0,,,
1008,2025-02,10500.0,0.0,0,,,
1008,2025-03,10500.0,0.0,0,,,
1010,2024-04,9500.0,6500.0,0,,,
1010,2024-05,1266.0,0.0,0,,,
1010,2024-06,4116.0,0.0,0,,,
1010,2024-07,10000.0,0.0,0,,,
1010,2024-08,10000.0,0.0,0,,,
1010,2024-09,10000.0,0.0,0,,,
1010,2024-10,10000.0,0.0,0,,,
1010,2024-11,9700.0,0.0,0,,,
1010,2024-12,10000.0,0.0,0,,,
1010,2025-01,10000.0,0.0,0,,,
1010,2025-02,10000.0,0.0,0,,,
1010,2025-03,10000.0,0.0,0,,,
1013,2024-08,3600.0,0.0,0,,,
1013,2024-09,9200.0,0.0,0,,,
1013,2024-10,12000.0,0.0,0,,,
1013,2024-11,4800.0,0.0,0,,,
1013,2024-12,6400.0,0.0,0,,,
1013,2025-01,6400.0,0.0,0,,,
1013,2025-02,6400.0,0.0,0,,,
1013,2025-03,6400.0,0.0,0,,,
1016,2024-04,14000.0,26599.0,0,,,
1016,2024-05,1866.0,0.0,0,,,
1016,2024-06,2333.0,0.0,0,,,
1016,2024-07,9800.0,0.0,0,,,
1016,2024-08,14000.0,0.0,0,,,
1016,2024-09,14000.0,0.0,0,,,
1016,2024-10,14000.0,0.0,0,,,
1016,2024-11,13766.0,0.0,0,,,
